,,P2,The farmer holds the sow in the field,mp,102134410,,,,,,,,,,,
,,P3,The farmer holds the ploughin the field,mp,653425,,,,,,,,,,,
,,S1,The farmer holds the goat in the field,coord,330972647,,,,,,,,,,,
,,S2,The farmer holds the sheep in the field,coord,22977877,,,,,,,,,,,
,,Un,The farmer holds the gate in the field,un,134607995,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,ladder,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the man holds the ladder with his left hand,target,92857432,,,M3_Noun_transitivePP_20,F2_Noun_transitivePP_20,,6,7,2,,,
,,P1,the man holds the adder with his left hand,mp,131439722,,,,,,,,,,,
,,P2,the man holds the lad with his left hand,distant,14413165,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the man holds the rope with his left hand,assoc,169831109,,,,,,,,,,,
,,S2,x,x,x,,,,,,,,,,,
,,Un,the man holds the worm with his left hand,un,155584481,,,,,,,,,,,
,,Un,the man holds the chair with his left hand,un,111337220,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,bug,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the woman lifts the bug for her son,target,133719272,,,M3_Noun_transitivePP_21,F2_Noun_transitivePP_21,,6,7,1,,,
,,P1,the woman lifts the bun for her son,mp,32105731,,,,,,,,,,,
,,P2,the woman lifts the rug for her son,mp,216105094,,,,,,,,,,,
,,P3,the woman lifts the bag for her son,mp,308566895,,,,,,,,,,,
,,S1,the woman lifts the bird for her son,coord,181724996,,,,,,,,,,,
,,S2,the woman lifts the cat for her son,coord,242966920,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,knife,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the woman uses a knife at home,target,23722457,,,M3_Noun_transitivePP_17,F2_Noun_transitivePP_17,,6,7,1,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,the woman uses a saw at home,coord,25888349,,,,,,,,,,,
,,S1,the woman uses a fork at home,coord,268997915,,,,,,,,,,,
,,S2,the woman uses a peeler at home,coord,103256024,,,,,,,,,,,
,,Un,the woman uses a toothpick at home,un,166729670,,,,,,,,,,,
,,Un,the woman uses an axe at home,un,73741081,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,window,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the woman touches the window with her fingers,target,496404,,,M3_Noun_transitivePP_15,F2_Noun_transitivePP_15,,7,7,2,,,
,,P1,the woman touches the willow  with her fingers,mp,262663967,,,,,,,,,,,
,,P2,the woman touches the pillow  with her fingers,distant,233185360,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the woman touches the door  with her fingers,coord,88812964,,,,,,,,,,,
,,S2,the woman touches the gate  with her fingers,coord,317660675,,,,,,,,,,,
,,Un,the woman touches the plant  with her fingers,coord,51599364,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,cup,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,The person holds the cup in his hands,target,45209191,,,M3_Noun_transitivePP_4,F2_Noun_transitivePP_4,,8,7,1,,,
,,P1,The person holds the pup in his hands,mp,30403961,,,,,,,,,,,
,,P2,The person holds the cuff in his hands,mp,236858719,,,,,,,,,,,
,,P3,The person holds the cub  in his hands,mp,147889253,,,,,,,,,,,
,,S1,x,x,x,,,,,,,,,,,
,,S2,The person holds the bottle in his hands,coord,26841648,,,,,,,,,,,
,,Un,The person holds the piglet in his hands,coord,53405169,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,church,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the man says a prayer in the church,target,194390858,,,M3_Noun_transitivePP_2,F2_Noun_transitivePP_2,,8,7,1,,,
,,P1,the man says a prayer in the chair,distant,280158311,,,,,,,,,,,
,,P2,the man says a prayer in the chain,distant,113084167,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the man says a prayer in the mosque,coord,260300213,,,,,,,,,,,
,,S2,x,x,x,,,,,,,,,,,
,,Un,the man says a prayer in the field,un,110622308,,,,,,,,,,,
,,Un,the man says a prayer in the office,un,210405217,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,horse,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,He pays for a horse on the internet,target,296131085,,,M3_Noun_transitivePP_5,F2_Noun_transitivePP_5,,8,7,1,1,,
,,P1,He pays for a horn on the internet,mp,70311091479,,,,,,,,,,,
,,P2,He pays for a house on the internet,mp,186818288,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,He pays for a cow on the internet,coord,226625173,,,,,,,,,,,
,,S2,He pays for a donkey on the internet,coord,321874922,,,,,,,,,,,
,,Un,he pays for a key on the internet,un,71642218559,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,chair,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the girl has a chair to play with,target,306443561,,,M3_Noun_transitivePP_32,F2_Noun_transitivePP_32,,7,7,1,1,,
,,P1,the girl has a chest to play with,close,75342188406,,,,,,,,,,,
,,P2,the girl has a bear to play with,mp,300259550,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the girl has a table to play with,assoc,76327410096,,,,,,,,,,,
,,S2,the girl has a bench to play with,coord,16279485796,,,,,,,,,,,
,,Un,the girl has a doll to play with,un,25078641928,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,tap,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,the girl plays with the tap outside,target,36768004,,,M3_ACT_025,F2_ACT_025,,8,6,1,1,,
,,P2,the girl plays with the map outside,mp,432302191,,,,,,,,,,,
,,P3,the girl plays with the cap outside,mp,297977288,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the girl plays with the hose outside,assoc,375349330,,,,,,8,6,1,,,
,,S2,the girl plays with the water fountain outside,assoc,34239964,,,,,,5,7,2,,,
,,un,th girl plays with the hat outside,un,397456507,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
B,,,,,,,,,,,,,,,,
,peach,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
,,Target,she enjoys the peach during lunch,target,2338434,,,M3_ACT_026,F2_ACT_026,,5,7,1,1,,
,,P1,she enjoys the pea during lunch,mp,187318454,,,,,,,,,,,
,,P2,she enjoys the beach during lunch,mp,434059990,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,she enjoys the apple during lunch,coord,380183797,,,,,,,,,,,
,,S2,she enjoys the plum during lunch,coord,213168151,,,,,,,,,,,
,,un,she enjoys the pool during lunch,un,445420594,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,feet,,Linguistic unit,P type,Image ID,Male 1,Male 2,Male 3,Female 2,,Freq bin,Conc bin,Syllable,,,
B,,Target,she washes her feet with water,target,142316926,,M2_Noun_transitivePP_71,,F2_Noun_transitivePP_71,,7,7,1,,,
,,P1,she washes her street with water,mp,384677368,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,she washes her seat with water,mp,383503969,,,,,,,,,,,
,,S1,she washes her hands with water,assoc,155473094,,,,,,,,,,,
,,S2,she washes her shoes with water,coord,336631439,,,,,,,,,,,
,,Un,she washes her floor,un,166287182,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
